benchmark_id,source_dataset,source_split,source_id,question_en_original,category,complexity_type,reasoning_family,answer_type,answer_mode,answer_text_en,num_answers,priority_score,needs_translation,needs_rephrase
mintaka_train_5f81dce2,mintaka,train,5f81dce2,Who was the captain of the team that won the 2009 world series?,sports,multihop,multihop,entity,single,Derek Jeter,1,7,True,True
mintaka_train_6018630f,mintaka,train,6018630f,What is the name of the 46th president's dog?,politics,multihop,multihop,entity,single,Major,1,7,True,True
mintaka_train_6031f2d2,mintaka,train,6031f2d2,Who was the second child of the king of England from 9 November 1841 to 6 May 1910 to die?,history,multihop,multihop,entity,single,Albert Victor,1,7,True,True
mintaka_train_60447488,mintaka,train,60447488,Who is the protagonist in the ninth Final Fantasy game?,videogames,multihop,multihop,entity,single,Zidane Tribal,1,7,True,True
mintaka_train_609a12f1,mintaka,train,609a12f1,"Where did singer of ""Lucky"" grow up?",music,multihop,multihop,entity,single,"Kentwood, Louisiana",1,7,True,True
mintaka_train_60de4533,mintaka,train,60de4533,What is the capital of the country with mainland Europe's only active volcano?,geography,multihop,multihop,entity,single,Rome,1,7,True,True
mintaka_train_60f70eae,mintaka,train,60f70eae,Which party did the only president to serve two non-consecutive terms belong to?,politics,multihop,multihop,entity,single,Democratic Party,1,7,True,True
mintaka_train_60f94bde,mintaka,train,60f94bde,What is the name of the mountain range that borders both Russia and the country whose capital is Ulaanbaatar?,geography,multihop,multihop,entity,single,The Altai Mountains,1,7,True,True
mintaka_train_61782826,mintaka,train,61782826,What weapons did the protagonist of third Kingdom Hearts game wield?,videogames,multihop,multihop,entity,single,Keyblades,1,7,True,True
mintaka_train_61bc3e0e,mintaka,train,61bc3e0e,When was the third game in Animal Crossing released?,videogames,multihop,multihop,entity,single,2012 (New Leaf),1,7,True,True
mintaka_train_624a29e0,mintaka,train,624a29e0,Who served as the second vice president during the term of the fourth president of the United States?,politics,multihop,multihop,entity,single,Elbridge Gerry,1,7,True,True
mintaka_train_62884856,mintaka,train,62884856,What state seceded from another state in 1863?,history,multihop,multihop,entity,single,West Virginia,1,7,True,True
mintaka_train_628b092d,mintaka,train,628b092d,Who was the daughter of President Theodore Roosevelt's first wife?,history,multihop,multihop,entity,single,Alice Roosevelt Longworth,1,7,True,True
mintaka_train_62a6231f,mintaka,train,62a6231f,Where is the birthplace of the actor who played Legolas?,movies,multihop,multihop,entity,single,United Kingdom,1,7,True,True
mintaka_train_62eae50c,mintaka,train,62eae50c,Who is the daughter of the first queen of Egypt?,history,multihop,multihop,entity,single,Neferure,1,7,True,True
mintaka_train_640d8184,mintaka,train,640d8184,Where is the band known for the rock song Stairway to Heaven from?,music,multihop,multihop,entity,single,"London, United Kingdom",1,7,True,True
mintaka_train_64688ea1,mintaka,train,64688ea1,Who was the quarterback of the team that won Super Bowl XLVIII?,sports,multihop,multihop,entity,single,Russell Wilson,1,7,True,True
mintaka_train_6554cf15,mintaka,train,6554cf15,Who was president after the president who won the Battle of New Orleans in the War of 1812?,history,multihop,multihop,entity,single,Martin Van Buren,1,7,True,True
mintaka_train_65586c25,mintaka,train,65586c25,What war did the author of Nineteen Eighty-four fight in?,books,multihop,multihop,entity,single,Spanish Civil War,1,7,True,True
mintaka_train_665957ab,mintaka,train,665957ab,The oldest governor is from which state?,politics,multihop,multihop,entity,single,Alabama,1,7,True,True
mintaka_train_666fcb82,mintaka,train,666fcb82,What is the capital of the state through which much of the Chesapeake Bay flows?,geography,multihop,multihop,entity,single,Annapolis,1,7,True,True
mintaka_train_66852cc2,mintaka,train,66852cc2,What's the name of the male protagonist in the second game in the Resident Evil series?,videogames,multihop,multihop,entity,single,Leon Kennedy,1,7,True,True
mintaka_train_66c84d8a,mintaka,train,66c84d8a,Who is the daughter of the 45th US president that is married to a Jewish person?,politics,multihop,multihop,entity,single,Ivanka Trump,1,7,True,True
mintaka_train_675ef33b,mintaka,train,675ef33b,Where was the third Secretary of State born?,politics,multihop,multihop,entity,single,"Salem, MA",1,7,True,True
mintaka_train_6792df71,mintaka,train,6792df71,Which university did the actor that played Gandalf go to?,movies,multihop,multihop,entity,single,University of Cambridge,1,7,True,True
mintaka_train_67bf453a,mintaka,train,67bf453a,Who was the vice president of the 6th US president?,politics,multihop,multihop,entity,single,John C. Calhoun,1,7,True,True
mintaka_train_6877897e,mintaka,train,6877897e,Who is the wife of the actor who played Deadpool?,movies,multihop,multihop,entity,single,Blake Lively,1,7,True,True
mintaka_train_68f5e75d,mintaka,train,68f5e75d,Who was the head coach of the team that won the 2020 NBA Championship?,sports,multihop,multihop,entity,single,Frank Vogel,1,7,True,True
mintaka_train_6929d19a,mintaka,train,6929d19a,Who was the manager of the 1986 world series champions?,sports,multihop,multihop,entity,single,Davey Johnson,1,7,True,True
mintaka_train_69f0394d,mintaka,train,69f0394d,What is the tallest building in the capital city of Colombia?,geography,multihop,multihop,entity,single,BD Bacatá Torre Sur,1,7,True,True
mintaka_train_69f13538,mintaka,train,69f13538,What is the tallest building in the largest city in Illinois?,geography,multihop,multihop,entity,single,The Willis Tower,1,7,True,True
mintaka_train_6a1c3cd0,mintaka,train,6a1c3cd0,What race was the first Supreme Court Judge nominated by President Obama?,politics,multihop,multihop,entity,single,Hispanic,1,7,True,True
mintaka_train_6a392aad,mintaka,train,6a392aad,What is the tallest mountain in the U.S. state whose capital is Helena?,geography,multihop,multihop,entity,single,Wilson Peak,1,7,True,True
mintaka_train_6a9f06de,mintaka,train,6a9f06de,Who was the manager of the team that won the 1961 World Series?,sports,multihop,multihop,entity,single,Ralph Houk,1,7,True,True
mintaka_train_6be3c090,mintaka,train,6be3c090,"Who was the first husband of the singer who sang ""Stronger""?",music,multihop,multihop,entity,single,Jason Alexander,1,7,True,True
mintaka_train_6bfc9021,mintaka,train,6bfc9021,Who was the wife of the artist who painted Starry Night?,history,multihop,multihop,entity,single,Johanna van Gogh-Bonger,1,7,True,True
mintaka_train_6c1e0622,mintaka,train,6c1e0622,Who was the head coach of the team that won the Stanley Cup in 2020?,sports,multihop,multihop,entity,single,Jon Cooper,1,7,True,True
mintaka_train_6cabd00f,mintaka,train,6cabd00f,Who is the youngest member of the Jonas Brothers married to?,music,multihop,multihop,entity,single,Priyanka Chopra,1,7,True,True
mintaka_train_6cf364d0,mintaka,train,6cf364d0,Who was the captain of the Argentina national team that won the Copa America this year?,sports,multihop,multihop,entity,single,Lionel Messi,1,7,True,True
mintaka_train_6d4674b4,mintaka,train,6d4674b4,Which quarterback started and won Super Bowl XLVIII?,sports,multihop,multihop,entity,single,Russell Wilson,1,7,True,True
mintaka_train_6d4cb0a0,mintaka,train,6d4cb0a0,Which college did the first overall pick of the 2020 NFL draft attend?,sports,multihop,multihop,entity,single,LSU,1,7,True,True
mintaka_train_6d52fbf3,mintaka,train,6d52fbf3,Which degree did the person who wrote Pelican Brief earn from Mississippi State University?,books,multihop,multihop,entity,single,A JD degree,1,7,True,True
mintaka_train_6ecae1bf,mintaka,train,6ecae1bf,Where was the quarterback from who won Super Bowl 51?,sports,multihop,multihop,entity,single,"San Mateo, California",1,7,True,True
mintaka_train_6ef06918,mintaka,train,6ef06918,Who is the main hero in the second Metal Gear Solid game?,videogames,multihop,multihop,entity,single,Raiden,1,7,True,True
mintaka_train_6f0350e7,mintaka,train,6f0350e7,Who is the spouse of the NFL player with the most Super Bowl rings?,sports,multihop,multihop,entity,single,gisele bundchen,1,7,True,True
mintaka_train_6f184137,mintaka,train,6f184137,Who is the wife of the 44th president of the United States?,politics,multihop,multihop,entity,single,Michelle Obama,1,7,True,True
mintaka_train_6f84d46e,mintaka,train,6f84d46e,Which award did the latest Animal Crossing game win at The Game Awards 2020?,videogames,multihop,multihop,entity,single,Best Family Game,1,7,True,True
mintaka_train_6f9a7ef0,mintaka,train,6f9a7ef0,Who was the first team goalkeeper of the team that won UEFA EURO 2020?,sports,multihop,multihop,entity,single,Gianluigi Donnarumma,1,7,True,True
mintaka_train_7002b828,mintaka,train,7002b828,Who is the main antagonist in the first Mario game released on Super Nintendo?,videogames,multihop,multihop,entity,single,Bowser,1,7,True,True
mintaka_train_70163257,mintaka,train,70163257,Which school did the winner of the 1936 Heisman trophy attend?,sports,multihop,multihop,entity,single,Yale,1,7,True,True
mintaka_train_701a268f,mintaka,train,701a268f,Who was the captain for the team that won the 2015 Stanley Cup?,sports,multihop,multihop,entity,single,Jonathan Toews,1,7,True,True
mintaka_train_703231c5,mintaka,train,703231c5,"What is the name of Sora's love interest ""Nobody""?",videogames,multihop,multihop,entity,single,Naminé,1,7,True,True
mintaka_train_71f4949c,mintaka,train,71f4949c,What is the capital of the state that is home to the Hocking Hills State Park?,geography,multihop,multihop,entity,single,Columbus,1,7,True,True
mintaka_train_7296af00,mintaka,train,7296af00,Where is the actress who played Padmé from?,movies,multihop,multihop,entity,single,Israel,1,7,True,True
mintaka_train_73611197,mintaka,train,73611197,Who directed the movie that's based on the third Lord of the Rings book?,books,multihop,multihop,entity,single,peter jackson,1,7,True,True
mintaka_train_739c7ef1,mintaka,train,739c7ef1,What is the capital of the country that has the most tornadoes in the world?,geography,multihop,multihop,entity,single,"Washington, D.C.",1,7,True,True
mintaka_train_73da33b9,mintaka,train,73da33b9,What is the capital city of the country where Bob Marley was born?,geography,multihop,multihop,entity,single,Kingston,1,7,True,True
mintaka_train_73dd5453,mintaka,train,73dd5453,"What rapper of ""All Falls Down"" is married to Kim Kardashian?",music,multihop,multihop,entity,single,Kanye West,1,7,True,True
mintaka_train_74945f8c,mintaka,train,74945f8c,Who was the father of the only female prime minister in India?,politics,multihop,multihop,entity,single,Jawaharlal Nehru,1,7,True,True
mintaka_train_7500e47a,mintaka,train,7500e47a,Who is the final boss of the second game in the Batman Arkham series?,videogames,multihop,multihop,entity,single,Clayface,1,7,True,True
mintaka_train_758e7191,mintaka,train,758e7191,Where was the actress from Midsommar born?,movies,multihop,multihop,entity,single,"Oxford, United Kingdom",1,7,True,True
mintaka_train_76286d9f,mintaka,train,76286d9f,"What is the full name of the wife, as of 2020, of the U.S. senator who was once mayor of Burlington, Vermont?",politics,multihop,multihop,entity,single,Jane O'Meara Sanders,1,7,True,True
mintaka_train_76500c20,mintaka,train,76500c20,Which team from Kansas City won Super Bowl LIV?,sports,multihop,multihop,entity,single,Chiefs,1,7,True,True
mintaka_train_7682da6c,mintaka,train,7682da6c,What state was the setting for most of the books by the author of The Grapes of Wrath?,books,multihop,multihop,entity,single,California,1,7,True,True
mintaka_train_768d7455,mintaka,train,768d7455,Who was the quarterback of the team that won Super Bowl XLII?,sports,multihop,multihop,entity,single,Eli Manning,1,7,True,True
mintaka_train_77215135,mintaka,train,77215135,On which platform did the latest series of the actor who played Loki premiere?,movies,multihop,multihop,entity,single,Disney+,1,7,True,True
mintaka_train_77c37e48,mintaka,train,77c37e48,Where did the director of Twilight grow up?,movies,multihop,multihop,entity,single,"Mc Allen, Texas",1,7,True,True
mintaka_train_7816ee1f,mintaka,train,7816ee1f,Who was the wife of the 42nd US president?,politics,multihop,multihop,entity,single,Hillary Rodham Clinton,1,7,True,True
mintaka_train_78bd6553,mintaka,train,78bd6553,Who was the head coach of the second team to win a Super Bowl?,sports,multihop,multihop,entity,single,Vince Lombardi,1,7,True,True
mintaka_train_78e7dc59,mintaka,train,78e7dc59,"Where was the singer of ""Dirty Deeds Done Dirt Cheap"" born?",music,multihop,multihop,entity,single,"Angus, Scotland",1,7,True,True
mintaka_train_790659b8,mintaka,train,790659b8,"What did the member of the Rolling Stones who died August 24, 2021 play as an instrument?",music,multihop,multihop,entity,single,Drums,1,7,True,True
mintaka_train_79327f58,mintaka,train,79327f58,Who is the secondary character in the third and fourth Sonic game?,videogames,multihop,multihop,entity,single,Knuckles,1,7,True,True
mintaka_train_793422de,mintaka,train,793422de,Who was the quarterback of the team that won the 1st Super Bowl?,sports,multihop,multihop,entity,single,Bart Starr,1,7,True,True
mintaka_train_794e3f94,mintaka,train,794e3f94,Where is the director of Avatar from?,movies,multihop,multihop,entity,single,Canada,1,7,True,True
mintaka_train_79642aeb,mintaka,train,79642aeb,In what country was the inventor of the printing press with movable type born?,geography,multihop,multihop,entity,single,Germany,1,7,True,True
mintaka_train_797b8b14,mintaka,train,797b8b14,What is the color of Mario's twin brother's clothes?,videogames,multihop,multihop,entity,single,Green,1,7,True,True
mintaka_train_7a763966,mintaka,train,7a763966,What is the tallest building in the capital of Tennessee?,geography,multihop,multihop,entity,single,AT&T Building,1,7,True,True
